	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
NDST3	0.000159239	0.530009527	-2.956904737	0.01	2.643287244	-5.911585421	0.129046856	1.301565907	0.01	0.01	-1.750849591	-1.354340766	-5.046471144	-3.155999847	1.039223466
UGT8	-2.411044248	1.820221091	0.012790804	-2.983060585	-3.557670808	0.321269416	0.01	0.176746374	-1.804539849	0.01	3.289221931	0.01	1.771154585	1.269372849	3.512953997
LEF1	-4.940901818	4.145552064	3.294726459	2.46011737	-1.917571798	-2.350663407	-1.708728152	-0.414590564	0.272825428	0.162732637	-1.223627152	0.321152614	0.013823024	5.060813348	0.36296207
DKK2	-0.715977085	6.531744574	3.517328122	0.01	1.11832567	-1.64665768	-1.191137954	-0.376191921	-3.772609781	-0.48174092	-2.656006609	0.527102118	-1.366709519	7.73917121	-0.155449641
BANK1	3.494194534	-4.937527006	0.01	0.01	0.398872775	-4.021461657	-1.31802668	-1.663516177	-3.56239315	0.01	-1.053535767	-3.786277711	-2.834649215	-6.073343448	-5.115178236
DDIT4L	-0.162817805	0.217235593	-0.192226968	4.961429969	-0.54758294	0.630833829	0.92766494	2.45591921	-3.494982093	3.710032929	1.176086878	3.1939398	-2.089198041	-0.05183692	0.50673818
ADH1A	1.154852163	-1.613901745	0.01	0.01	-1.406747677	0.01	0.01	-0.842386063	-2.238825995	-2.648373104	0.01	-0.46265245	0.01	0.01	0.01
UNC5C	0.641318505	-3.103734933	-3.857576901	-0.83557564	0.566403834	1.819650044	-1.13421086	0.367257581	-0.196521196	-1.076179719	0.061177104	-2.032632309	-2.509808411	-3.925437102	1.641680457
CYR61	-2.055715954	1.687402422	2.366565354	1.463681516	-2.31965459	-4.17260714	-2.261398584	-0.93230816	-0.609163566	-0.145482103	-1.556335948	1.008234145	-1.14787335	0.414722837	2.385007445
SYDE2	-1.260097493	-0.028911197	-1.158246026	0.975265351	-1.821719448	-1.527898917	-2.657288441	1.617103257	0.153623562	0.843504555	-1.952267826	-0.070308077	0.074004275	0.535698805	2.348038716
WDR63	-1.101238932	1.714985768	0.000700998	-1.673255268	0.01	-1.954020901	0.01	-1.683285022	-1.494850743	-1.904397852	0.01	-1.718677197	2.080959901	-2.005742935	0.952379659
MCOLN3	-1.505007655	3.118483504	0.181778836	1.446575291	-0.192184231	0.01	-1.902198603	-0.087241534	0.01	-2.308255038	-1.460155225	0.964896524	0.092140214	3.799810726	0.940858162
MCOLN2	-1.166160663	0.01	0.743022175	-2.738265462	-0.505408848	-1.433962087	-2.563351611	-1.748427652	-0.974820961	-1.969408045	-3.443150578	-0.461759296	-0.569012794	0.099135073	-0.790693916
D.01SE2B	0.424089012	-1.219115919	-1.348488429	-2.022444695	-0.596956993	2.451819182	1.322394157	0.01	0.477980894	-2.253587279	0.01	-2.067866624	0.01	0.01	-0.074873149
GIPC2	-0.507263729	0.844945791	0.945078007	1.431736632	-1.068896209	-3.096917882	0.716142483	-0.826441087	0.316363804	-0.877563893	-1.713964702	-0.10686654	1.352944316	2.285786436	-0.020737872
NEXN	-0.244887953	-1.285204788	-1.032687094	1.15264701	-0.183832042	0.054099669	-1.466120851	1.01686412	-2.494967346	-0.194127185	-2.030522481	0.793219309	-1.025024048	0.073752747	0.62719791
SLC44A5	-4.11911672	5.579751455	3.240181959	-1.106039049	0.567249814	0.01	-0.931256705	1.407258002	-0.927707924	-0.015415917	-1.489213326	5.348228658	1.178563829	4.690583395	-0.480535628
LHX8	0.01	0.01	0.01	0.01	0.01	0.01	1.276456293	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
LRRIQ3	1.323812908	1.68931147	-0.761993849	-0.69882436	0.726558136	1.505868565	-2.84594381	1.361329106	-1.25741316	-1.252000244	-1.725849965	-0.258963445	1.650902228	-1.768382827	0.604798576
UBD	-2.701289178	-0.037173726	1.363987018	0.513310483	-1.58488956	-1.706020637	-0.376052974	-2.020539452	-0.246932762	-4.241519846	-0.545456475	0.988570251	-2.426116334	2.164889676	1.681361486
ZFP57	0.01	-0.187927198	0.01	0.01	0.01	0.01	0.01	-1.001323776	0.01	0	0.01	1.185745371	0.01	0.01	-0.143160119
TRIM10	0.01	0.01	0.01	0.01	-1.100971418	2.362940182	1.455907578	-1.536390948	0.01	0.01	0.090596035	0.01	0.01	-1.858848861	1.558732473
IER3	-1.268816377	1.013805768	0.233445921	0.440240856	4.172854425	-2.627263617	-2.02524832	-1.255763361	-0.343598854	-1.645450419	-1.561496186	1.054273422	-0.925402126	-0.991490087	0.212815352
HLA-DOB	-1.710382802	0.12191929	-3.023546719	0.273471441	0.266527432	-2.170776759	0.01	-0.707632064	-1.61600923	-0.341318077	-2.514920768	0.649366658	0.862242016	0.003826699	-1.207901975
HLA-DQA1	-2.105156521	-1.883361952	-1.903779825	-1.422305508	0.752919073	-1.192609992	-2.338674084	0.471582401	-1.297942422	0.40269811	-2.434706927	0.87857576	-1.774772007	-0.005094369	0.740288934
HLA-DRB5	-0.552060055	-1.861311652	-0.028974404	-0.0277346	2.269623941	-2.007953117	-1.932480259	3.038063316	-1.411342766	3.098950018	-0.581568739	3.195855635	-0.68433974	3.418397772	2.393970821
C4A	-2.550919735	-2.151480679	0.855925512	3.27058181	0.260209287	-1.488161853	-1.194275207	-1.388989849	0.522967695	-3.097031372	-1.77631419	1.459588238	-0.899239063	1.015457297	-1.36082402
CYP21A2	-1.026350803	0.759763349	2.415384604	1.147601255	-1.594616657	-2.288110782	-2.094178063	-0.213678762	-0.732976393	-1.157816849	0.540351391	-0.199819108	-3.066763314	1.38316296	-1.087442505
CFB	-0.811347627	-0.592979258	-0.281758407	0.679152709	0.386779058	-2.484237661	-0.170729023	-0.555529742	0.174540946	-0.042468219	0.225816477	0.657831967	-1.449391775	0.551321957	-1.770609791
C2	-1.354666059	-0.217409759	0.260092823	0.629101713	0.020315983	0.121558531	-1.106177391	0.267086536	-0.235353516	0.328680291	-0.712511517	1.18248865	-0.589870085	-0.127048873	-0.526599183
SLC44A4	-4.554007953	1.80653798	0.191761789	1.428687675	0.823021112	-0.599298064	-0.951125001	1.536272622	2.129271586	1.822710279	0.338902453	1.32038275	1.934002594	1.141359913	0.280985074
ITPR3	-1.236234989	-1.94576077	-0.682895116	1.414717192	-0.191487346	0.031034252	-3.349418406	-2.103720948	-2.00162869	-3.177808604	-1.510451221	-0.662823821	2.112884595	1.283430965	0.141991851
LHFPL5	-2.059235934	0.019917017	-2.694367752	-3.368324019	0.5165864	2.690898415	0.80657527	-3.378353772	-0.019917017	-2.014504101	1.949046543	0.01	2.425421095	-1.700894487	0.01
PI16	0.002858511	-1.502949622	4.081968915	1.153348134	-0.180283148	-2.586808911	-1.131289186	-0.508991384	-0.805777447	-1.952383119	-1.426268571	0.01	1.448012133	5.712206888	-3.680695971
PACSIN1	-1.705824794	3.887931973	4.986115486	-1.362686301	4.336262215	1.631844523	3.527590371	-2.13192938	-0.943321713	1.88322638	4.506876106	-1.867676366	3.951880459	4.681283726	-0.006765725
SCUBE3	0.974500991	-0.209346937	-2.338662925	-0.105605856	0.16775964	-2.293225067	-0.667780339	1.884140117	-2.834098456	0.400057367	0.452313506	-0.47310124	0.156633477	-1.760199558	-1.386984264
GLP1R	5.99883143	-1.680078443	-1.546383734	-1.805143517	2.278421253	3.624903802	1.617554077	-3.815437214	-2.304849435	-5.036417608	1.619009564	-4.850696953	-1.413621581	-1.050338814	0.01
UBASH3A	-1.835637586	-0.604400508	0.01	-1.407522416	-0.174797309	-1.688259797	-2.232740072	-1.417816112	0.355790578	0.01	-2.112753422	0.546890219	-1.823305278	0.429746612	-0.781976376
CBS	0.030366352	0.97268997	2.826608288	0.588941016	-0.571968194	0.45731178	-0.108567298	-0.007582311	-0.799450902	1.741584388	0.067932192	0.192351226	-1.888402269	1.799637845	0.708472616
SIK1	-1.690602696	0.980913453	-0.027440962	1.67021996	1.514918253	-0.68133567	-2.350373702	1.085605616	1.034572327	1.559538188	-1.401266445	2.408915468	-0.692420754	0.149960253	2.495558118
LRRC3	-2.561263607	1.939383441	2.932887639	-0.548280547	-2.930260488	0.01	-2.180834339	3.467012163	0.577621312	3.027787567	1.927939973	-1.079269168	3.495331176	2.977059272	2.76175404
FTCD	-1.378173474	1.553443845	1.183079637	-0.365184265	-1.52479057	0.091011997	-0.775364422	0.36151412	0.550124075	-1.181420856	2.045160896	1.004282833	4.009054849	-0.112877738	-0.154694667
S100B	1.678500137	1.34629914	2.613856866	0.795114976	-1.224066509	1.402570531	-0.354637713	-2.937429097	-3.88061006	-5.813824778	0.492398587	0.115389964	-2.243470402	2.097025104	-0.039928677
GSTT2	0.276098066	0.710160082	-2.785685023	-1.865129737	1.510798574	0.497228083	-1.69034925	-0.404074901	-1.391315573	0.946264605	-1.820226934	0.151190554	-2.792856619	-1.207178492	-0.410991329
PCDH15	0.863601826	0.794894214	-2.986528874	2.105952865	0.41709836	0.01	-5.29290266	0.681925052	-0.041408016	-0.41358854	2.894620052	-4.928275939	-0.976629899	-0.734254533	0.415221023
BICC1	0.491066307	-2.195279584	-3.909564353	-1.261474168	0.514390505	-0.81975658	0.56866206	1.953244938	-2.235113618	0.31458894	1.896357631	-1.169535606	-0.911760731	-2.009161851	0.399679826
ANK3	-3.554000635	-0.448340088	-1.476408827	0.515323396	2.264411155	-6.091214612	-0.471495036	-0.152336858	0.213384018	0.225026252	0.423575814	1.327425369	-0.411595585	-0.390136906	-0.989477187
EGR2	-2.18290522	1.11341852	-2.009361414	-1.10697353	1.618155398	-2.636749674	-2.83031254	-1.134926905	-0.136420482	-0.277969083	-2.584681689	-1.075466225	-1.973463732	-1.964285746	2.840481641
LRRTM3	3.315167609	-2.664272069	-4.115512384	0.825361966	-1.078586262	0.194438467	2.440716249	2.137040074	-4.02602415	3.307964781	-1.687106032	0.483762969	-0.81286106	-3.800094463	2.139550452
MYPN	-0.613169339	0.01	0.01	-2.407653922	3.759298021	3.881573951	-2.232740072	-1.417816112	0.01	0.01	-0.790696693	-0.453075851	-1.823305278	0.01	0.539917624
ADAMTS14	-5.051101878	-0.427515079	-0.556868077	2.634390822	1.516612208	-0.231326938	2.2242107	-2.048317903	-0.400235052	-0.362448866	-1.421241361	2.799040103	-0.453872855	-0.12275073	1.046922456
COL13A1	-3.071008969	3.838652212	4.170376923	5.097524473	-1.352548768	-2.146139365	4.951460328	2.575587913	-3.102049051	0.810223587	-2.985559086	1.446610042	1.928253933	5.95679549	1.008084591
RFX6	3.294253547	1.25393649	-4.656800447	-3.593604657	-6.490274482	-7.196429892	4.784758862	3.443803432	1.921027114	2.482518203	-1.892742176	-3.26066735	-1.939056669	-1.019372979	-0.88062586
SLC35F1	0.157421266	2.352089767	2.967083183	2.350993692	-1.648143426	-2.901731933	3.74209206	-0.872253959	-3.558108987	2.927052628	0.365766527	1.751941246	3.513038266	3.711146263	1.929803986
PLN	-1.449514233	-2.241042605	1.025190423	2.501592753	-0.71653323	-0.241532546	-1.617877842	3.125932084	-2.213762444	0.54650575	-1.27127256	1.200908995	-1.85234474	0.511603007	1.031360729
MAN1A1	0.598027352	-2.096366531	-3.257426423	-0.058950093	-0.013303892	0.852672064	0.039408197	-1.479139246	-3.721164205	-2.279341246	-0.018373461	-1.861323148	-0.45520869	-1.014268944	0.320085477
GJA1	-0.657759693	0.684329346	1.682157322	1.898046317	-0.458999865	-1.30646751	-0.537521157	1.500814717	0.40947309	1.299018294	-0.570373013	0.463302088	0.237850509	1.560073248	2.087317985
HS3ST5	-0.34309924	1.826689787	-0.241260506	1.406861539	-0.374231908	-2.780757671	4.307745514	-0.925329412	-0.414779201	0.853635961	1.364705867	-1.545607655	-1.593945229	1.796677012	-0.289540162
PKIB	-3.393266133	2.607310884	2.96338573	1.594926267	-0.525596733	0.044455377	3.882936873	-0.967309435	-3.491416965	-1.962473414	3.163400142	3.063826409	-2.731966758	1.582534469	1.372664771
FABP7	0.01	-1.547967641	4.644559093	1.555716919	-1.92590664	0.01	4.656495185	-1.361458607	0.01	1.417522408	-0.471361951	3.580535726	0.01	4.044095752	0.01
SLC16A10	-2.297282269	-0.066093352	0.06759382	-0.798854803	-0.339551845	-1.664571245	-0.062202341	0.553462179	-1.690895123	2.599895698	2.37982979	0.011186685	0.1478802	-0.275901203	1.965732971
GPR6	-1.453045368	1.532971641	-1.766275629	0.559899611	0.01	1.186020875	3.982597206	-0.865387438	1.060170452	1.416052041	5.551737903	-2.485653824	2.729020773	1.134126873	-1.229648674
POPDC3	-1.787515822	-0.004910201	-1.958688974	-6.217448757	-0.488315532	-4.038769043	2.161893279	-1.735856983	2.657867115	1.332605291	2.119081092	-0.648317277	0.974042916	-0.340657084	0.037424629
IL1RN	-1.769606981	-0.194476607	-1.783267143	-0.135135742	-0.224339569	-2.152825567	-1.697305842	-1.467311273	3.006700536	-0.366427555	-2.162174497	0.706827235	2.895296055	-3.204707359	3.892980592
PSD4	-0.239704764	0.307061832	-0.506106472	1.199190975	-1.866193953	1.260875112	-0.689355153	-0.767470405	-2.198591549	-2.23787303	0.880052507	1.26977975	-1.368967641	-1.055923265	-1.43654897
PAX8	-6.374406178	-2.558168918	0.356860397	2.303997694	-1.235540125	2.016123451	0.272874865	1.054676432	3.280544604	1.891182135	-3.481525547	2.463458417	-0.96980657	2.572796923	-2.928451899
ENTPD8	-2.529227991	2.45692171	3.064532063	0.48384968	0.01	0.01	0.01	3.602873057	0.984143763	0.25257559	3.06412534	0.01	1.389924741	0.151147705	-1.890774761
GRIN1	-3.818403871	1.582783329	-0.546593894	-1.220407534	5.620026936	-3.08622334	-1.045581355	2.271874107	3.694950451	0.01	0.948971863	-2.850879636	-1.221196778	2.25433262	0.27963596
CLIC3	-4.481696981	0.50445272	3.697029237	2.798158692	-2.043263114	-0.289939596	0.165573471	-0.893906359	-1.290288185	-2.114930899	-1.003806209	0.392699754	0.01	6.001236342	-0.258139182
PTGDS	-0.170746323	1.404401096	2.535348318	1.584756345	-4.754749678	-4.653511155	-0.613017202	1.153929345	-0.979389952	-0.616994693	-0.484354688	1.064334388	-4.010984713	3.477337557	0
LCN10	-0.807062973	-2.123838603	-0.272279888	1.638884748	0.009795369	3.908762092	0.228701389	-2.541280062	-0.615722172	-4.347267103	-3.236190054	-0.702139506	0.053128149	2.48208443	-1.031030852
KCNT1	0.262683942	-3.649031675	0.309029563	0.795691648	-1.704964238	6.23351749	-0.370571538	-4.462390205	-2.688915951	-4.683503035	4.300022483	-0.912842499	3.331605642	-2.199940818	4.89609618
ABO	-1.961483841	1.632272612	-3.082012158	0.829114625	0.313371551	-1.036614237	1.666860677	0.693337125	0.01	1.012860049	-2.876033958	-0.994074209	-2.171707496	0.666394611	-0.130312187
FCN2	2.512798099	0.01	0.01	0.01	-0.609574543	-1.052667381	2.461789965	0.01	0.01	0.01	-1.47703629	-1.402392685	0.01	0.01	0.01
NTNG2	-2.245321837	3.163408537	1.640789564	3.404185572	0.64062469	0.958107176	2.242076367	3.150832022	0.52078288	2.287587269	0.342664363	4.33354202	0.898129497	2.217078536	2.933592523
PHYHD1	-1.522633307	-0.064026911	1.966493752	1.144045711	-0.918258475	-1.9780025	0.647448471	-1.070082764	-2.366901529	-2.776549238	-1.443016226	0.70195911	-1.195543988	2.153313755	-0.919723807
LAMC3	-1.743598724	-2.782497688	-2.191954361	-3.280793442	-0.187056509	-2.783934733	1.995521557	-0.523494547	-0.924900132	-0.582481471	-0.507868274	0.978284633	4.040984045	-1.123122829	1.594464753
C9orf50	-0.969797147	0.01	1.717008025	-1.371867156	1.169002559	-1.652613955	0.025351443	0.01	0.391489672	0.01	2.170974739	2.355186264	2.212335339	0.958487654	-2.331239784
PRRX2	-1.918290437	3.251511696	3.379957756	1.706151016	0.050591639	0.01	-2.315451898	0.084463994	-0.726921248	-0.306509424	-1.780320553	0.127148763	-0.32111308	3.043353559	0.194171392
PTGES	-1.384069321	1.935499591	0.228461998	-0.649700546	1.022928301	1.676300631	2.838830033	0.906068321	-2.509478801	-0.837743554	2.399137437	-0.474671015	1.476997465	-2.242879522	0.028181813
ASS1	-1.413890899	-0.293793133	0.449913086	1.176603509	0.684071695	-2.773899499	3.511173016	1.596020116	0.978266871	1.272998964	0.580612776	-0.583645422	-1.29704956	1.597928838	-1.743795174
MORN5	-0.402739835	0.01	1.284107641	0.01	0.01	-1.255521804	-0.79984232	0.01	2.203735513	-1.205898755	3.407708061	0.9798219	3.309978213	-0.307243838	1.235827051
PTGS1	-3.19810261	-2.405794263	-0.394912822	0.174177297	5.549678659	1.195866041	0.11150688	-0.331677204	-0.857998472	-2.681801998	0.625088407	-0.620313483	-1.692466118	0.209719022	-1.897857076
LHX2	-1.029871881	1.37131532	-0.34296945	-0.01679421	0.01	-0.297531591	3.617409163	0.01	1.968900138	-1.2480683	-1.721810832	-1.062347645	0.01	1.235493917	-1.391418651
NR5A1	-1.140048895	0.01	0.01	0.01	-1.023649278	0.01	-1.27422313	-0.45929917	-0.68569248	0.01	-1.569202514	-0.494558909	0.01	-1.781624647	-2.823629915
KYNU	0.030718273	-1.21201441	1.073669908	0.306757889	0.77941909	-0.073529221	-1.840379095	-2.610417636	-1.099829857	-0.661507332	-0.720285249	0.877860977	0.568997222	2.389143582	0.112854857
LYPD6B	-0.443506878	8.876477419	6.254527066	-0.845576888	-3.005237285	-1.711232936	2.788666788	-2.440656815	0.01	-1.661769645	3.403535988	-0.89108649	0.01	4.744638057	-1.220043839
TNFAIP6	-2.839331577	1.224690588	0.017326527	0.421533994	0.598969598	-2.52221473	0.01	0.807212979	-0.648026421	1.334627331	-1.361573497	1.986017561	1.664668506	0.595844931	4.387845296
RPRM	-0.260566359	4.460371683	0.685756098	-4.760671842	0.701815022	-5.62632789	-2.470386369	2.833973011	2.480216286	3.257574665	2.903476805	3.422612214	0.823534308	0.355172868	2.687194925
GALNT13	2.675255469	-0.722274195	-1.413256436	-0.906034531	1.766180153	-2.754832951	0.103067684	0.137152844	0.507298799	0.640560145	-0.046753158	-0.527239081	-2.420426856	-0.273119497	-0.538786437
KCNJ3	-0.092201535	1.012298202	1.418277991	-2.729462893	0.080569681	1.99479346	1.20613494	-0.051654016	-3.136060289	2.877749476	2.863103006	-1.244507881	-1.855772372	1.475325473	0.01
NR4A2	-3.560152392	0.928182584	-2.836195535	-0.47527158	3.912876219	-0.645487118	-3.517423144	0.05140416	1.975847788	0.483277212	-4.303346777	0.888217207	-0.14136078	-1.378780654	2.437607415
GALNT5	-0.51054987	-1.694341277	0.176244998	-0.497538546	0.38725817	-2.778435686	-2.322756202	0.81412234	-2.319265528	0.01	0.01	-1.543091982	0.408536514	0.62924379	1.215440251
PLA2R1	0.492241852	-1.741814312	-2.318625533	-0.232693124	0.547148106	0.88577464	0.54309803	-2.104558095	-5.273520811	0.466589567	-0.356082096	-1.347685014	1.761666446	-0.675987453	-1.125895684
TBR1	2.772407388	-0.498842957	0.01	-1.302171733	0.123315969	-1.582937366	-0.127257882	2.935628443	-0.123650997	-1.533314317	0.01	-1.347593662	0.01	1.3652992	0.01
SLC4A10	-5.26448954	4.340836808	2.635624245	3.462717976	4.875314463	-5.26927425	-1.754816904	4.139100318	-5.395056889	4.064841953	4.507694358	2.614595324	2.457798953	5.874228034	3.122192163
DPP4	-4.518891398	-0.002361605	-0.308588375	1.376687715	-1.222612605	-1.327266705	-4.331164075	1.316682428	-0.42070533	1.070101334	-1.963148358	-0.644636403	-1.336825257	0.981572336	-1.356860659
KCNH7	0.01	-0.007320058	-1.136677262	-2.810460806	-2.0631961	-4.091357945	-3.635678462	2.179278608	1.45535025	-3.041734896	1.841959545	1.758673444	0.581061131	-4.143079979	1.647948331
GRB14	-4.330606941	-0.192464195	1.526193014	2.811742476	0.01	-2.013357401	-1.142746926	-3.32769053	1.615708726	-1.963840859	-0.700746424	1.766177045	-2.733312132	1.671738252	-0.232567109
GALNT3	0.12534538	-0.253510368	-2.045827771	2.310112897	0.705727062	-1.884897506	-1.544862126	-1.407964167	-1.541274561	-3.213995297	-0.922254829	0.532479056	-1.019984677	-0.177820273	-0.357138991
SCN1A	4.558549867	1.152313428	1.245360029	-2.235927608	-0.003070994	-0.931624233	-2.061013757	-2.245957361	0.01	0.992333361	4.542890476	3.110942035	-0.651666679	1.431543325	-1.025344386
SCN7A	0.601776306	-4.30503527	-4.893805198	0.551322262	1.721929628	1.215026552	-2.66491974	-4.670985963	0.01	-2.259757826	1.042411185	-2.203797397	-2.735520098	-0.289245232	2.608173904
B3GALT1	1.00370632	-0.428058515	-1.294378879	-1.553138663	0.754855603	0.866539097	2.454521433	-0.315469993	-0.789825669	-3.784412753	-1.673299972	-4.598692098	-0.268535785	1.814640482	1.262201577
DHRS9	0.243071263	0.01	0.01	1.118597157	-1.778072668	-1.48406832	-1.028548594	0.108329949	-2.025057919	-1.434605028	-0.323527979	0.336032887	-1.619113801	-0.950987611	0.422172483
SP5	-1.018692848	-0.589549851	-1.834380679	-2.093140462	0.01	-4.373877844	6.058194442	0.322864476	-1.914780285	-3.002548205	0.01	5.150147224	0.620304557	-2.255871434	0.01
GAD1	-3.610172283	2.894037857	1.992044423	-2.416600872	-2.473839065	-4.784819985	4.570575216	2.463916748	-1.606888218	2.845838808	-7.794249485	2.699874311	1.174623562	1.968489842	1.785612298
DLX1	0.024374648	2.395858837	0.778359986	-4.248768904	-1.709039007	-4.064848335	1.599568881	-0.07632711	-0.065009832	0.172995885	1.171680946	-0.614012447	1.421167931	2.174803733	-0.795422132
DLX2	-0.368352432	2.37646543	1.019540618	-5.773195563	-1.417106846	-2.381529529	1.798180154	-1.900812539	0.027204783	0.62849366	1.822027831	0.516616145	1.479850956	1.778314426	0.871912628
CDCA7	0.087183851	0.76584069	-0.100483809	1.225720762	-0.933878238	-1.055027064	-2.76941459	2.174826442	-0.958502586	2.879778913	0.708223417	0.595189511	0.809886728	2.556033233	0.488679674
CHR.011	0.01	-0.843617923	0.01	-0.646815193	1.100449513	-1.927712333	6.003688802	0.01	3.338887456	-0.878089283	-2.351831815	0.629559466	0.01	-1.979434366	-1.021269154
HOXD10	-2.347526498	3.513003858	-1.660767484	-0.219070187	2.376216941	-0.878341027	-0.574792445	2.092608965	4.629535769	2.768058739	-0.165201727	3.164204586	2.419549622	0.271399792	1.953946846
PDE11A	1.022198133	-0.725237631	-3.35711224	-0.915414943	0.131434849	3.781116063	3.894316612	-2.8187644	-2.437484368	-1.677227938	-0.928656038	-1.017563507	-1.331241668	-5.948463719	0.986951652
